n,trial,algorithm,implementation,runtime_sec,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
128,43,RMP,optimized,0.0005785480025224388,3.673700848594308e-05,3.029900835826993e-05,0.00014614198880735785,0.00014999897393863648,0.00012900603178422898
128,44,RMP,baseline,0.0011759760091081262,4.703601007349789e-05,3.940101305488497e-05,0.0004897380131296813,0.00017054904310498387,0.0
128,44,RMP,optimized,0.00068157899659127,4.7281981096602976e-05,3.932598337996751e-05,0.00015139899915084243,0.00018302001990377903,0.00015403896395582706
128,45,RMP,baseline,0.001348224002867937,5.081800918560475e-05,4.845198418479413e-05,0.0005028250598115847,0.0001946609845617786,0.0
128,45,RMP,optimized,0.0006613610021304339,4.351999086793512e-05,3.55160009348765e-05,0.00015736899513285607,0.00017200098955072463,0.0001582969562150538
128,46,RMP,baseline,0.0012464530009310693,4.907301627099514e-05,4.456599708646536e-05,0.00046131995622999966,0.00019632997282315046,0.0
128,46,RMP,optimized,0.0007320790027733892,4.8481946578249335e-05,4.3539999751374125e-05,0.00018197300960309803,0.00019314496603328735,0.00015836198872420937
128,47,RMP,baseline,0.0012447800108930096,4.333100514486432e-05,4.973399336449802e-05,0.00047890098358038813,0.0001786799548426643,0.0
128,47,RMP,optimized,0.0005477609956869856,3.4473996493034065e-05,3.1187955755740404e-05,0.00013465499796438962,0.00013706297613680363,0.0001267240004381165
128,48,RMP,baseline,0.0011483739945106208,4.175389767624438e-05,4.516998887993395e-05,0.0004489340353757143,0.00016460000188089907,0.0
128,48,RMP,optimized,0.0005369299906305969,3.3809992601163685e-05,3.0484035960398614e-05,0.00012242300726938993,0.0001442380016669631,0.00012301604147069156
128,49,RMP,baseline,0.0012394730001688004,5.8336983784101903e-05,6.0231031966395676e-05,0.0004934129974571988,0.00017396800103597343,0.0
128,49,RMP,optimized,0.0006611919961869717,4.4688000343739986e-05,4.514999454841018e-05,0.00015646795509383082,0.00017185500473715365,0.00014956601080484688
128,50,RMP,baseline,0.0021579059975920245,8.299700857605785e-05,0.00010381200991105288,0.0007943640375742689,0.0003462800377747044,0.0
128,50,RMP,optimized,0.001229654997587204,7.44860153645277e-05,7.24090205039829e-05,0.000302906017168425,0.0003521069884300232,0.0002540419955039397
128,51,RMP,baseline,0.0015331619943026453,7.697301043663174e-05,0.00013906200183555484,0.0005683909694198519,0.00021046998153906316,0.0
128,51,RMP,optimized,0.0006703370017930865,4.484900273382664e-05,3.476701385807246e-05,0.00016623699048068374,0.00016967100964393467,0.00014548700710292906
128,52,RMP,baseline,0.0011942559940507635,4.3834035750478506e-05,4.327000351622701e-05,0.0004743690078612417,0.00017322901112493128,0.0
128,52,RMP,optimized,0.0005503279971890152,3.97219555452466e-05,3.042901516892016e-05,0.00013227699673734605,0.00013527301780413836,0.00012649002019315958
128,53,RMP,baseline,0.0015033189993118867,6.08980335528031e-05,5.2669987780973315e-05,0.0006074750272091478,0.0002520720154279843,0.0
128,53,RMP,optimized,0.0007871880079619586,4.51969972345978e-05,4.050703137181699e-05,0.00019703702128026634,0.00021156998991500586,0.0001828979584388435
128,54,RMP,baseline,0.0013187990116421133,5.850299203302711e-05,8.699501631781459e-05,0.0004857919702772051,0.00018052395898848772,0.0
128,54,RMP,optimized,0.0006692799943266436,4.148000152781606e-05,4.387501394376159e-05,0.0001572840119479224,0.00016620296810287982,0.00014759502664674073
128,55,RMP,baseline,0.0010444489889778197,4.419100878294557e-05,3.472300886642188e-05,0.0004135129856877029,0.0001541750243632123,0.0
128,55,RMP,optimized,0.00071448199742008,4.208098107483238e-05,3.7595033063553274e-05,0.00019884295761585236,0.00019285903545096517,0.00013778205902781337
128,56,RMP,baseline,0.0019182640098733827,5.0808986998163164e-05,7.13490298949182e-05,0.0006966240325709805,0.0002466619771439582,0.0
128,56,RMP,optimized,0.0006618189945584163,4.444000660441816e-05,3.8509038859046996e-05,0.00016484397929161787,0.00016652602062094957,0.00014660597662441432
128,57,RMP,baseline,0.0010476780007593334,4.378198354970664e-05,3.3176038414239883e-05,0.00041762200999073684,0.00015040197467897087,0.0
128,57,RMP,optimized,0.0005392040038714185,3.973800630774349e-05,2.797502384055406e-05,0.00012584500655066222,0.00013356895942706615,0.00011771601566579193
128,58,RMP,baseline,0.0011215340055059642,4.162202822044492e-05,3.724895941559225e-05,0.0004396719887154177,0.00016600399976596236,0.0
128,58,RMP,optimized,0.000658409990137443,3.6694997106678784e-05,4.43179887952283e-05,0.0001455660240026191,0.00016056798631325364,0.00017894903430715203
