measurement_ratio,trial,algorithm,implementation,runtime_sec,correlation_time_sec,selection_time_sec,solve_time_sec,residual_update_time_sec,support_refinement_time_sec
0.1875,22,gOMP,optimized,0.0002906800073105842,2.2753985831514e-05,7.036002352833748e-05,0.00010756398842204362,3.02839616779238e-05,0.0
0.1875,23,gOMP,baseline,0.00110424000013154,7.418997120112181e-05,0.0002032369957305491,0.0004008309915661812,8.060201071202755e-05,0.0
0.1875,23,gOMP,optimized,0.0005032340122852474,3.78400000045076e-05,0.00011675198038574308,0.00019286501628812402,6.11380091868341e-05,0.0
0.1875,24,gOMP,baseline,0.0010219809919362888,4.6290006139315665e-05,0.00016500099445693195,0.00031631799356546253,6.879998545628041e-05,0.0
0.1875,24,gOMP,optimized,0.0004902910004602745,3.0445007723756135e-05,0.00011351800640113652,0.00020016098278574646,6.124698847997934e-05,0.0
0.1875,25,gOMP,baseline,0.000487413999508135,2.3205982870422304e-05,6.479599687736481e-05,0.0002060459810309112,3.566702071111649e-05,0.0
0.1875,25,gOMP,optimized,0.00025892400299198925,3.0566006898880005e-05,5.6227989261969924e-05,9.035301627591252e-05,2.8969006962142885e-05,0.0
0.1875,26,gOMP,baseline,0.0006055179983377457,2.8534006560221314e-05,9.713400504551828e-05,0.00022958301997277886,3.842699516098946e-05,0.0
0.1875,26,gOMP,optimized,0.00025274298968724906,1.9049999536946416e-05,5.821199738420546e-05,9.133201092481613e-05,2.7187008527107537e-05,0.0
0.1875,27,gOMP,baseline,0.0014819250063737854,7.317401468753815e-05,0.0002956609823741019,0.0004667539906222373,0.00014508501044474542,0.0
